medium_contrast_d3,medium_contrast_d5,macro_contrast_d7,medium_contrast_mean,medium_contrast_std,macro_contrast_mean,macro_contrast_std,medium_dissimilarity_d3,medium_dissimilarity_d5,macro_dissimilarity_d7,medium_dissimilarity_mean,medium_dissimilarity_std,macro_dissimilarity_mean,macro_dissimilarity_std,medium_homogeneity_d3,medium_homogeneity_d5,macro_homogeneity_d7,medium_homogeneity_mean,medium_homogeneity_std,macro_homogeneity_mean,macro_homogeneity_std,medium_energy_d3,medium_energy_d5,macro_energy_d7,medium_energy_mean,medium_energy_std,macro_energy_mean,macro_energy_std,medium_correlation_d3,medium_correlation_d5,macro_correlation_d7,medium_correlation_mean,medium_correlation_std,macro_correlation_mean,macro_correlation_std,medium_ASM_d3,medium_ASM_d5,macro_ASM_d7,medium_ASM_mean,medium_ASM_std,macro_ASM_mean,macro_ASM_std,lbp_hist_0,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,lbp_hist_6,lbp_hist_7,lbp_hist_8,lbp_hist_9,lbp_hist_10,lbp_hist_11,lbp_hist_12,lbp_hist_13,lbp_hist_14,lbp_hist_15,lbp_hist_16,lbp_hist_17,lbp_energy,lbp_entropy,region_mean_intensity,region_std_intensity,region_area,region_skewness,region_kurtosis,image,folder,bacteria_pixels
21.307115924641728,37.60345168116456,48.245226828183405,29.455283802903146,8.315609816678327,48.245226828183405,0.4960500724460353,0.7119856783969858,1.1212597214990445,1.3721390052216307,0.9166226999480152,0.2078574674553119,1.3721390052216307,0.003414128399817029,0.9328513258638638,0.9238465447193676,0.9191936690092805,0.9283489352916157,0.004689179326496016,0.9191936690092805,0.0004831278198594857,0.909745858814822,0.9056361533836055,0.9028430292297467,0.9076910060992137,0.0021177205619260803,0.9028430292297467,0.0002876314440591332,0.9246543390933764,0.8671795763199586,0.8297030411234013,0.8959169577066675,0.02931640650717952,0.8297030411234013,0.001603826589299917,0.8276375303881883,0.8201773641993743,0.8151256181605929,0.8239074472937813,0.003843716752761442,0.8151256181605929,0.00051937208851216,0.06537511073809704,0.051174989509021045,0.02732783139833013,0.029269827947964067,0.025329882967314185,0.03095770970298804,0.033862544878070736,0.04495733669044517,0.04399216673660549,0.04539562642793758,0.037077446729145404,0.03520539003123898,0.0286333752972437,0.03176668065463627,0.027409427892012228,0.0349489439082381,0.05610341772741977,0.3512122907632687,0.1501737291198612,2.460955285316534,99.54393155219844,12.12367198015689,428940,-0.601064090575142,0.17662282956153552,H4_Ci-A04-1_9238_08022024_1137.tif,Ci-A04-1,428940
34.77297255866931,60.85851122831792,77.67962388983148,47.81574189349362,13.288662779986621,77.67962388983148,0.49582789202779765,1.0861119947143085,1.695957136891328,2.0671400326583456,1.3910345658028183,0.3098952904839119,2.0671400326583456,0.006094789048079141,0.9031649223954888,0.8908871535279737,0.8845515320276137,0.8970260379617312,0.006293527430268318,0.8845515320276137,0.00047448859170096114,0.871732046820331,0.8657872510123845,0.861778308792025,0.8687596489163578,0.0030436150600832326,0.861778308792025,0.00024429166063744123,0.918643207759013,0.8577367752492623,0.8185078035195471,0.8881899915041377,0.031017750873067136,0.8185078035195471,0.0010302875829336644,0.7599167831604108,0.7495883991954035,0.7426619131828582,0.7547525911779072,0.005287149557392768,0.7426619131828582,0.00042105050831225954,0.07006308733653036,0.053455017414732645,0.02826608398501629,0.028670237234671277,0.0232503121508835,0.027710783991587898,0.03004698692252037,0.04053854241966155,0.03940987053952751,0.04158671222974237,0.03366793717552682,0.03235033186567601,0.027263915357823038,0.03174574489058238,0.028712952618781155,0.03714266938292638,0.060992639810736986,0.365126174673057,0.15969690548428334,2.4228459325343312,97.17782250115003,10.252963804859867,608680,-0.8092095983302653,0.5176536822027131,E6_Ci-A04-1_9171_08022024_1053.tif,Ci-A04-1,608680
35.68932722740705,62.79350302037098,80.40585971772126,49.24141512388901,13.874482596446661,80.40585971772126,1.246950690490415,1.1151058977774606,1.7476991480295783,2.1352349300468827,1.4314025229035194,0.32264248744710355,2.1352349300468827,0.02127659173865859,0.8996755273322978,0.8866572431219306,0.8798823355875246,0.8931663852271141,0.006643125690133729,0.8798823355875246,0.0002896073604475857,0.864783566293636,0.8586416374490995,0.8544711024429361,0.8617126018713678,0.0031613465480313263,0.8544711024429361,0.0004084553427921578,0.9214693158091185,0.8619866898644842,0.8233954946926667,0.8917280028368013,0.030437284471670677,0.8233954946926667,0.002607777297017777,0.7478506245011523,0.7372665801706857,0.7301210317458136,0.742558602335919,0.005446727726843419,0.7301210317458136,0.0006980265741086122,0.06973952258766705,0.054199517922400214,0.02897752896353271,0.028870227820542278,0.022021615737500628,0.027022782054272186,0.02903817743565774,0.03957390560609533,0.038622191120441046,0.0407573283570478,0.03336132493585206,0.03203638908327452,0.026909260555166365,0.03138947204727422,0.029434725138013693,0.037241272062825015,0.06220978150999048,0.3685949770624311,0.16208604642410002,2.413528292382961,97.22734468548325,10.030463324125083,643050,-0.8489371812695312,0.648272226685926,H4_Ci-A04-1_9237_08022024_1136.tif,Ci-A04-1,643050
30.18750383983008,53.6695630427313,68.9529597679468,41.92853344128069,12.133184460765928,68.9529597679468,1.9319842523490607,1.0691634890931432,1.7097957933122672,2.1004730989661753,1.3894796412027053,0.3309451782483135,2.1004730989661753,0.05381801383590634,0.8962418663720457,0.8806717501723789,0.8728938857607833,0.8884568082722122,0.007970403112778359,0.8728938857607833,0.0008217423026321002,0.8595842044978605,0.8525030772862134,0.847715036528373,0.856043640892037,0.003665700599892739,0.847715036528373,0.0006312428964956318,0.9139229769226398,0.8471099214610178,0.8036807941897186,0.8805164491918288,0.034509487374444335,0.8036807941897186,0.0053780808818461034,0.7388850062242058,0.7267632987209597,0.7186211816238952,0.7328241524725827,0.006273394185196584,0.7186211816238952,0.0010702281901220911,0.059865163931953916,0.04767051998721518,0.026946107784430733,0.031256218680463375,0.028054163576170497,0.03658996206981752,0.038406570544710604,0.05106252751294916,0.04873937924754647,0.05320476871031271,0.042389541159372456,0.04037845758633729,0.030436106638685914,0.03065621023813354,0.02502397018651481,0.031307475683074466,0.048633850124523634,0.3293790063377727,0.13672953371935695,2.5113219315613153,97.35509343850065,13.262764345157914,663324,-0.23830707906009047,-0.07082528264850385,A3_Ci-A04-1_9066_08022024_0942.tif,Ci-A04-1,663324
16.302145930772532,28.749448862991485,36.82693091017798,22.525797396882005,6.358513089444583,36.82693091017798,0.4101171858581196,0.5013134443633944,0.8065742266775091,0.9957754537637373,0.6539438355204518,0.15576757683088305,0.9957754537637373,0.010114072416770148,0.9599442512322194,0.9538334348088497,0.950577563114595,0.9568888430205345,0.003113087795420918,0.950577563114595,0.00011236402162079218,0.9480811775233299,0.9448363724137161,0.9426585327170995,0.946458774968523,0.0016639189321251222,0.9426585327170995,0.0001522500482529221,0.9003318853285538,0.8241778231622356,0.7747184608301662,0.8622548542453947,0.03889529987743487,0.7747184608301662,0.002415669985116775,0.8988579236478722,0.8927160390343878,0.8886051324844323,0.8957869813411299,0.003149275546285919,0.8886051324844323,0.0002870396141844145,0.06803847366760991,0.050884661986088944,0.03194243887865226,0.03417899052266286,0.028602134475259812,0.03520390379923172,0.03720808644126719,0.047208252419125324,0.043876246908660564,0.04654019153844684,0.038324287540040566,0.03520390379923172,0.028324121562182426,0.029863566200267644,0.026531560689802877,0.03132832080200371,0.0501709571943082,0.3365699015751159,0.141052543018292,2.4958532897850314,85.52679712526349,10.722801907102191,240996,-0.26885649913400345,-0.14088653827548825,H4_Ci-A04-1_9239_08022024_1137.tif,Ci-A04-1,240996
40.352381464588305,71.04116891859144,90.95290195504774,55.69677519158988,15.76783282721928,90.95290195504774,1.915014610363066,1.2657956820279361,1.9861414230348706,2.4290081940450365,1.6259685525314034,0.368832373328971,2.4290081940450365,0.037696137307438704,0.8849063640506795,0.8702574495882822,0.8624792269687687,0.8775819068194808,0.007478515406621915,0.8624792269687687,5.5759654780718204e-05,0.8463162168390824,0.8392998870674884,0.8345721447209349,0.8428080519532855,0.0036162277125812536,0.8345721447209349,0.000520285075443716,0.918962587346021,0.8574227474657949,0.817529576470571,0.888192667405908,0.031612474854776355,0.817529576470571,0.0037759669017345954,0.7162511462422906,0.7044258328380315,0.6965109354406607,0.7103384895401611,0.006093355206690865,0.6965109354406607,0.0008684308625587223,0.07015360434183066,0.054119550975309474,0.02848231681186407,0.02872465542051186,0.022674405072406905,0.0280825265648293,0.029496853020948878,0.03911372526468936,0.03788423334058928,0.039672336294792734,0.03205304614154448,0.03111792032399397,0.026757194513015406,0.03137121209009477,0.02997742280419958,0.037537839736137925,0.06180319092859415,0.3709779663546335,0.16364646074674713,2.408507127305686,95.09550331812214,9.958683557970913,730383,-0.7700736804670834,0.44827270317963475,E6_Ci-A04-1_9173_08022024_1054.tif,Ci-A04-1,730383
39.572704129549905,70.31299665126146,90.4739284072457,54.94285039040568,15.78634068869947,90.4739284072457,1.603553459978876,1.4565676607271643,2.2918759265546096,2.8018789411015614,1.874221793640887,0.42881099332426237,2.8018789411015614,0.043844498965437184,0.8418638848589217,0.8206588488678619,0.8101911320483108,0.8312613668633918,0.010815367198867241,0.8101911320483108,3.697855833589836e-05,0.7813842946403984,0.7729814240474773,0.7672799781911306,0.7771828593439378,0.004326108477055982,0.7672799781911306,0.000541238185479409,0.9265971073820409,0.8696690964985281,0.832365915366297,0.8981331019402845,0.02922673925878888,0.832365915366297,0.0028856972297257033,0.6105614286177783,0.5975023955273702,0.5887188578717553,0.6040319120725742,0.006721299152928214,0.5887188578717553,0.000830562446301697,0.058257098836305775,0.048035117574699186,0.02497086716283779,0.029310063906439244,0.02630578473810912,0.034838394935507236,0.03719379553941211,0.04959490349241451,0.04776260763427977,0.052416238924519014,0.041966530824589905,0.03917092185539213,0.0296549890757813,0.030716443878673706,0.025554000322056958,0.03419332769892002,0.052705899840209576,0.3373530137598431,0.14148698337322937,2.4930424737088908,110.82648644167763,13.713278532051762,1049503,-0.5212221680972899,0.14932824723408133,A3_Ci-A04-1_9068_08022024_0944.tif,Ci-A04-1,1049503
46.2885547257699,81.43047267138837,104.11485020152507,63.85951369857914,17.981630920889277,104.11485020152507,1.5101805738055418,1.6352824247762392,2.523373831564559,3.0562619361526737,2.079328128170399,0.45256161139908735,3.0562619361526737,0.026026564309725275,0.8340021712083702,0.813994981230428,0.8039272434210192,0.8239985762193991,0.010276812689114982,0.8039272434210192,0.000945798850950863,0.7752601465994777,0.7666870181184136,0.7608525240709836,0.7709735823589456,0.004394711084385095,0.7608525240709836,0.0004131194269379468,0.923742785182326,0.8659279558405825,0.8286417698967896,0.8948353705114542,0.029578723982851548,0.8286417698967896,0.0024382805828181975,0.6010283323514953,0.5878108240103073,0.5788967340528475,0.5944195781809013,0.006773779263345631,0.5788967340528475,0.000628645917457038,0.06555171551140988,0.05050914043751748,0.026772726009246742,0.029456947751720797,0.024499893446496016,0.03031122888619131,0.03228293198180222,0.04323663216803911,0.04203582050830615,0.044569014241107,0.03615684675753022,0.03473922188145659,0.028405310997247878,0.032121711897856585,0.028277446792739275,0.036752619826363776,0.05865631399001122,0.35566447691494846,0.1530576575170987,2.4501588359582804,119.26701566799781,13.76922375708413,1079270,-0.8374522730530287,0.7250378896196374,A3_Ci-A04-1_9067_08022024_0943.tif,Ci-A04-1,1079270
34.3145009260393,60.228786949513236,77.00727780012707,47.27164393777627,13.216676520935009,77.00727780012707,0.7505849854554398,1.0109612903528018,1.605670541445602,1.971965161423441,1.308315915899202,0.30239788296775905,1.971965161423441,0.007521473161785197,0.9194876528284378,0.9083146967415328,0.902319650815353,0.9139011747849852,0.0057507640484882215,0.902319650815353,0.0003491462064325601,0.8952269273348226,0.889193353798861,0.8850994303715146,0.8922101405668418,0.003087217222647658,0.8850994303715146,0.00023191912583753194,0.9051264100832179,0.8336371107744984,0.7874121528411149,0.8693817604288582,0.03644973911705489,0.7874121528411149,0.001930075540086229,0.8014312769486704,0.7906656547322963,0.7834010554304607,0.7960484658404834,0.005507708855393244,0.7834010554304607,0.00041054297234216497,0.0686082992955648,0.054460427395961714,0.029800141662430474,0.03083913557339541,0.025101194740934828,0.030094081000699532,0.03214757387777365,0.04268856514736684,0.04127806457275629,0.04193330434764773,0.03340906353784503,0.03132086948889192,0.02601771392762099,0.03147804538504968,0.028787683941725938,0.03537886535332865,0.056326125695808374,0.3603308450551777,0.15622221839384268,2.4379596168688753,92.55317342216833,10.497177147654774,489897,-0.5780675590414547,0.042555124346438156,E6_Ci-A04-1_9172_08022024_1053.tif,Ci-A04-1,489897
43.807647734627736,77.32645246221841,98.49630936979848,60.567050098423074,17.151866194469008,98.49630936979848,1.4548783137689583,1.5552876472790318,2.4830284318976483,3.031214508047442,2.01915803958834,0.4734522610284601,3.031214508047442,0.0323191319061964,0.8559196745688746,0.8335374782997363,0.8224954790122554,0.8447285764343054,0.011369272758851318,0.8224954790122554,0.00010116368682122623,0.8079786128204176,0.7977479072071763,0.7908534151259125,0.8028632600137968,0.005245755767240655,0.7908534151259125,0.0005079237513362367,0.9018750017934977,0.8269397033099836,0.7796732819734146,0.8644073525517406,0.038338035269537614,0.7796732819734146,0.0031794918306595754,0.6528294869819022,0.6364043774852002,0.625449382202856,0.6446169322335512,0.008419445218134135,0.625449382202856,0.0008033864667356116,0.05700735471611973,0.049070196457954,0.026731436594639908,0.028431148916945207,0.02350807335670458,0.03188150956600274,0.038168784201865605,0.06108444968076345,0.06551920398098021,0.06165803338301371,0.03907898845524343,0.03162793684821257,0.02360773075670945,0.027550841883568846,0.026101380365720222,0.03195016244156165,0.048008291495679874,0.3290144768983037,0.13813361258563728,2.4930840484569514,93.702541485161,13.67704392409296,903094,-0.1299073138604076,-0.3588065448797715,B3_Ci-A04-2_9092_08022024_1000.tif,Ci-A04-2,903094
